MARKET	PER	DATE	YYYYMMDD	YYYYMM	YYYY	SVLM_EXC	STRN_EXC	SVLMKL_EXC	STRNKL_EXC	SVLMTT_EXC	STRNTT_EXC
HSX	D	2013/02/21	20130221	201302	2013	120694330	1567306502000				
HSX	D	2013/02/20	20130220	201302	2013	75762750	1119669539000				
HSX	D	2013/02/19	20130219	201302	2013	100720350	1411267875000				
HSX	D	2013/02/18	20130218	201302	2013	67459100	927187722000	69657400	929387308000		
HSX	D	2013/02/08	20130208	201302	2013	58548450	733789773000	58838750	736319882000		
HSX	D	2013/02/07	20130207	201302	2013	66274350	889765907000	66319750	890205747000		
HSX	D	2013/02/06	20130206	201302	2013	60937550	964959134000	61098630	966595774000		
HSX	D	2013/02/05	20130205	201302	2013	52999720	913116871000	53187860	914972271000		
HSX	D	2013/02/04	20130204	201302	2013	50047920	758822189000	50205730	760457385000		
HSX	D	2013/02/01	20130201	201302	2013	57536060	851065274000	57696770	852311494000		
HSX	D	2013/01/31	20130131	201301	2013	76820060	1041223032000	77448750	1048041243000		
HSX	D	2013/01/30	20130130	201301	2013	81446770	1223871703000	81816460	1227297797000		
HSX	D	2013/01/29	20130129	201301	2013	83176500	1242245725000	83689610	1248113632000		
HSX	D	2013/01/28	20130128	201301	2013	103000190	1510585980000	103940640	1519059754000		
HSX	D	2013/01/25	20130125	201301	2013	79973110	1105880274000	80711500	1112517899000		
HSX	D	2013/01/24	20130124	201301	2013	46208480	597062825000	46685140	601320369000		
HSX	D	2013/01/23	20130123	201301	2013	46400670	587620104000	47085470	594014943000		
HSX	D	2013/01/22	20130122	201301	2013	64669860	823392957000	65199100	827752537000		
HSX	D	2013/01/21	20130121	201301	2013	52073830	640522955000	52791190	646369572000		
HSX	D	2013/01/18	20130118	201301	2013	80022560	937966958000	80290320	940493140000		
HSX	D	2013/01/17	20130117	201301	2013	93576900	1141689699000	93851780	1144033579000		
HSX	D	2013/01/16	20130116	201301	2013	92861310	1289562114000	93433920	1294057492000		
HSX	D	2013/01/15	20130115	201301	2013	84624860	1055740893000	85189720	1061320422000		
HSX	D	2013/01/14	20130114	201301	2013	66565870	905301191000	66848260	908319908000		
HSX	D	2013/01/11	20130111	201301	2013	71058060	1114011758000	71735970	1119948712000		
HSX	D	2013/01/10	20130110	201301	2013	68623390	1040974537000	69049730	1045062689000		
HSX	D	2013/01/09	20130109	201301	2013	130412420	1792435403000	131421730	1799937554000		
HSX	D	2013/01/08	20130108	201301	2013	80132580	1197141333000	81496290	1208626539000		
HSX	D	2013/01/07	20130107	201301	2013	73641390	1054402105000	75004280	1064828264000		
HSX	D	2013/01/04	20130104	201301	2013	62366030	753729308000	62614690	755888972000		
HSX	D	2013/01/03	20130103	201301	2013	95661730	1035611642000	96108870	1038929662000		
HSX	D	2013/01/02	20130102	201301	2013	60093450	710823831000	60311180	712119352000		
HSX	D	2012/12/28	20121228	201212	2012	53735280	637615098000	54265930	641849515000		
HSX	D	2012/12/27	20121227	201212	2012	69143940	816348095000	69702680	821157552000		
HSX	D	2012/12/26	20121226	201212	2012	52457250	598884590000	52980150	604091365000		
HSX	D	2012/12/25	20121225	201212	2012	42591790	513389115000				
HSX	D	2012/12/24	20121224	201212	2012	37140060	472602871000				
HSX	D	2012/12/21	20121221	201212	2012	61282240	828461216000				
HSX	D	2012/12/20	20121220	201212	2012	61115790	707994881000				
HSX	D	2012/12/19	20121219	201212	2012	63978390	788757232000				
HSX	D	2012/12/18	20121218	201212	2012	43981040	499459982000				
HSX	D	2012/12/17	20121217	201212	2012	44263450	536834316000				
HSX	D	2012/12/14	20121214	201212	2012	33860310	392919513000				
HSX	D	2012/12/13	20121213	201212	2012	41120180	428388286000				
HSX	D	2012/12/12	20121212	201212	2012	45364020	471940977000				
HSX	D	2012/12/11	20121211	201212	2012	34664270	398309107000				
HSX	D	2012/12/10	20121210	201212	2012	37915970	374032983000				
HSX	D	2012/12/07	20121207	201212	2012	25745210	283194578000				
HSX	D	2012/12/06	20121206	201212	2012	26683420	252372992000				
HSX	D	2012/12/05	20121205	201212	2012	35452170	374395104000				
HSX	D	2012/12/04	20121204	201212	2012	23341800	256740883000				
HSX	D	2012/12/03	20121203	201212	2012	16787630	211718681000				
HSX	D	2012/11/30	20121130	201211	2012	16201630	200140735000				
HSX	D	2012/11/29	20121129	201211	2012	14394410	170180669000				
HSX	D	2012/11/28	20121128	201211	2012	15889660	202915145000				
HSX	D	2012/11/27	20121127	201211	2012	13866320	161437733000				
HSX	D	2012/11/26	20121126	201211	2012	19089680	217626682000				
HSX	D	2012/11/23	20121123	201211	2012	18217110	231114075000				
HSX	D	2012/11/22	20121122	201211	2012	14316960	178399040000				
HSX	D	2012/11/21	20121121	201211	2012	18737050	262024236000				
HSX	D	2012/11/20	20121120	201211	2012	20735380	251913994000				
HSX	D	2012/11/19	20121119	201211	2012	18202220	240005883000				
HSX	D	2012/11/16	20121116	201211	2012	18064430	197511762000				
HSX	D	2012/11/15	20121115	201211	2012	23829140	286191152000				
HSX	D	2012/11/14	20121114	201211	2012	21575190	285182380000				
HSX	D	2012/11/13	20121113	201211	2012	26991190	298537053000				
HSX	D	2012/11/12	20121112	201211	2012	32685490	357932607000				
HSX	D	2012/11/09	20121109	201211	2012	22940280	285729325000				
HSX	D	2012/11/08	20121108	201211	2012	20667530	292209115000				
HSX	D	2012/11/07	20121107	201211	2012	26810480	299455401000				
HSX	D	2012/11/06	20121106	201211	2012	21764900	245381786000				
HSX	D	2012/11/05	20121105	201211	2012	27167180	297803824000				
HSX	D	2012/11/02	20121102	201211	2012	50796480	589433159000				
HSX	D	2012/11/01	20121101	201211	2012	22688460	278690880000				
HSX	D	2012/10/31	20121031	201210	2012	19925730	264283294000				
HSX	D	2012/10/30	20121030	201210	2012	19622660	222922849000				
HSX	D	2012/10/29	20121029	201210	2012	17191180	182909540000				
HSX	D	2012/10/26	20121026	201210	2012	19884900	243009414000				
HSX	D	2012/10/25	20121025	201210	2012	29057950	372221081000				
HSX	D	2012/10/24	20121024	201210	2012	23344510	290389459000				
HSX	D	2012/10/23	20121023	201210	2012	23878910	276937777000				
HSX	D	2012/10/22	20121022	201210	2012	29797880	385890302000				
HSX	D	2012/10/19	20121019	201210	2012	48926810	565424497000				
HSX	D	2012/10/18	20121018	201210	2012	33411800	421703020000				
HSX	D	2012/10/17	20121017	201210	2012	33848060	439312720000				
HSX	D	2012/10/16	20121016	201210	2012	38570230	488571666000				
HSX	D	2012/10/15	20121015	201210	2012	35570130	398980896000				
HSX	D	2012/10/12	20121012	201210	2012	40861340	419939740000				
HSX	D	2012/10/11	20121011	201210	2012	40165760	500454396000				
HSX	D	2012/10/10	20121010	201210	2012	36269960	395428304000				
HSX	D	2012/10/09	20121009	201210	2012	33724760	425554403000				
HSX	D	2012/10/08	20121008	201210	2012	32917450	428768015000				
HSX	D	2012/10/05	20121005	201210	2012	23912860	323263082000				
HSX	D	2012/10/04	20121004	201210	2012	20235800	262833428000				
HSX	D	2012/10/03	20121003	201210	2012	26405490	347211855000				
HSX	D	2012/10/02	20121002	201210	2012	25488190	345335818000				
HSX	D	2012/10/01	20121001	201210	2012	27092280	400826908000				
HSX	D	2012/09/28	20120928	201209	2012	20932640	311564587000				
HSX	D	2012/09/27	20120927	201209	2012	23141070	331867516000				
HSX	D	2012/09/26	20120926	201209	2012	22113290	350056048000				
HSX	D	2012/09/25	20120925	201209	2012	20328840	306899988000				
HSX	D	2012/09/24	20120924	201209	2012	22873430	351023436000				
HSX	D	2012/09/21	20120921	201209	2012	49553730	840769967000				
HSX	D	2012/09/20	20120920	201209	2012	41223340	589057424000				
HSX	D	2012/09/19	20120919	201209	2012	36850500	515333795000				
HSX	D	2012/09/18	20120918	201209	2012	39714830	568010504000				
HSX	D	2012/09/17	20120917	201209	2012	30527850	446981741000				
HSX	D	2012/09/14	20120914	201209	2012	42170200	591212795000				
HSX	D	2012/09/13	20120913	201209	2012	28832260	368860862000				
HSX	D	2012/09/12	20120912	201209	2012	29750980	345046882000				
HSX	D	2012/09/11	20120911	201209	2012	33783990	435120048000				
HSX	D	2012/09/10	20120910	201209	2012	40438500	678854512000				
HSX	D	2012/09/07	20120907	201209	2012	29169080	424197087000				
HSX	D	2012/09/06	20120906	201209	2012	27074970	393376320000				
HSX	D	2012/09/05	20120905	201209	2012	38048080	545131233000				
HSX	D	2012/09/04	20120904	201209	2012	22960800	356277320000				
HSX	D	2012/08/31	20120831	201208	2012	26782710	447455595000				
HSX	D	2012/08/30	20120830	201208	2012	35224800	543037188000				
HSX	D	2012/08/29	20120829	201208	2012	35712210	549803252000				
HSX	D	2012/08/28	20120828	201208	2012	36781580	484060817000				
HSX	D	2012/08/27	20120827	201208	2012	39816640	611461854000				
HSX	D	2012/08/24	20120824	201208	2012	88232910	1165321018000				
HSX	D	2012/08/23	20120823	201208	2012	36921170	638029481000				
HSX	D	2012/08/22	20120822	201208	2012	66971440	955444416000				
HSX	D	2012/08/21	20120821	201208	2012	61404060	970799517000				
HSX	D	2012/08/20	20120820	201208	2012	32210180	531790098000				
HSX	D	2012/08/17	20120817	201208	2012	32814020	597218890000				
HSX	D	2012/08/16	20120816	201208	2012	24174040	418681739000				
HSX	D	2012/08/15	20120815	201208	2012	31613120	497892608000				
HSX	D	2012/08/14	20120814	201208	2012	44562070	698901090000				
HSX	D	2012/08/13	20120813	201208	2012	23328330	332180790000				
HSX	D	2012/08/10	20120810	201208	2012	31379190	473342251000				
HSX	D	2012/08/09	20120809	201208	2012	37425750	548979051000				
HSX	D	2012/08/08	20120808	201208	2012	22317680	319814954000				
HSX	D	2012/08/07	20120807	201208	2012	29344970	434419293000				
HSX	D	2012/08/06	20120806	201208	2012	39448490	599342762000				
HSX	D	2012/08/03	20120803	201208	2012	21597030	328191503000				
HSX	D	2012/08/02	20120802	201208	2012	18652750	279796441000				
HSX	D	2012/08/01	20120801	201208	2012	25873250	375724716000				
HSX	D	2012/07/31	20120731	201207	2012	20609390	306030225000				
HSX	D	2012/07/30	20120730	201207	2012	23530490	387023567000				
HSX	D	2012/07/27	20120727	201207	2012	34160190	481373309000				
HSX	D	2012/07/26	20120726	201207	2012	29592870	399585501000				
HSX	D	2012/07/25	20120725	201207	2012	38932070	533640370000				
HSX	D	2012/07/24	20120724	201207	2012	41199940	597098093000				
HSX	D	2012/07/23	20120723	201207	2012	46404810	627537520000				
HSX	D	2012/07/20	20120720	201207	2012	66592790	927349913000				
HSX	D	2012/07/19	20120719	201207	2012	72799680	978332341000				
HSX	D	2012/07/18	20120718	201207	2012	37370310	533403148000				
HSX	D	2012/07/17	20120717	201207	2012	35707500	507330779000				
HSX	D	2012/07/16	20120716	201207	2012	39071830	499886577000				
HSX	D	2012/07/13	20120713	201207	2012	51974870	640225657000				
HSX	D	2012/07/12	20120712	201207	2012	24165200	299984886000				
HSX	D	2012/07/11	20120711	201207	2012	19488370	264601798000				
HSX	D	2012/07/10	20120710	201207	2012	23687530	314724412000				
HSX	D	2012/07/09	20120709	201207	2012	28134300	375938156000				
HSX	D	2012/07/06	20120706	201207	2012	35628600	423579261000				
HSX	D	2012/07/05	20120705	201207	2012	28199450	338542366000				
HSX	D	2012/07/04	20120704	201207	2012	26122560	331145233000				
HSX	D	2012/07/03	20120703	201207	2012	39489760	539723535000				
HSX	D	2012/07/02	20120702	201207	2012	29535100	434160470000				
HSX	D	2012/06/29	20120629	201206	2012	28375980	425653961000				
HSX	D	2012/06/28	20120628	201206	2012	34754920	483582637000				
HSX	D	2012/06/27	20120627	201206	2012	38038850	543597679000				
HSX	D	2012/06/26	20120626	201206	2012	45569750	668801586000				
HSX	D	2012/06/25	20120625	201206	2012	46779880	661113246000				
HSX	D	2012/06/22	20120622	201206	2012	48730660	692430347000				
HSX	D	2012/06/21	20120621	201206	2012	37054550	533473439000				
HSX	D	2012/06/20	20120620	201206	2012	28949740	427197239000				
HSX	D	2012/06/19	20120619	201206	2012	38844680	535235499000				
HSX	D	2012/06/18	20120618	201206	2012	56028250	823633341000				
HSX	D	2012/06/15	20120615	201206	2012	69193540	1244476812000				
HSX	D	2012/06/14	20120614	201206	2012	41849200	663403023000				
HSX	D	2012/06/13	20120613	201206	2012	45571380	658543710000				
HSX	D	2012/06/12	20120612	201206	2012	51727030	726213258000				
HSX	D	2012/06/11	20120611	201206	2012	52833290	816051797000				
HSX	D	2012/06/08	20120608	201206	2012	79876600	1128465817000				
HSX	D	2012/06/07	20120607	201206	2012	63351950	891937616000				
HSX	D	2012/06/06	20120606	201206	2012	43005650	561382293000				
HSX	D	2012/06/05	20120605	201206	2012	44416080	651941584000				
HSX	D	2012/06/04	20120604	201206	2012	62833990	925644582000				
HSX	D	2012/06/01	20120601	201206	2012	40248400	556495737000				
HSX	D	2012/05/31	20120531	201205	2012	45351650	640786538000				
HSX	D	2012/05/30	20120530	201205	2012	43101030	654895410000				
HSX	D	2012/05/29	20120529	201205	2012	45802460	685476607000				
HSX	D	2012/05/28	20120528	201205	2012	63990100	902409974000				
HSX	D	2012/05/25	20120525	201205	2012	56880450	845817780000				
HSX	D	2012/05/24	20120524	201205	2012	51863770	816498060000				
HSX	D	2012/05/23	20120523	201205	2012	56293080	900450562000				
HSX	D	2012/05/22	20120522	201205	2012	60355430	916486089000				
HSX	D	2012/05/21	20120521	201205	2012	63592700	1018867470000				
HSX	D	2012/05/18	20120518	201205	2012	76135510	1150349766000				
HSX	D	2012/05/17	20120517	201205	2012	69476090	1014871943000				
HSX	D	2012/05/16	20120516	201205	2012	82871190	1235785607000				
HSX	D	2012/05/15	20120515	201205	2012	91413270	1432490962000				
HSX	D	2012/05/14	20120514	201205	2012	87951070	1450369169000				
HSX	D	2012/05/11	20120511	201205	2012	109999880	1600667055000				
HSX	D	2012/05/10	20120510	201205	2012	124001130	1939437579000				
HSX	D	2012/05/09	20120509	201205	2012	109357550	1737105098000				
HSX	D	2012/05/08	20120508	201205	2012	126046180	2030324243000				
HSX	D	2012/05/07	20120507	201205	2012	91120780	1586602200000				
HSX	D	2012/05/04	20120504	201205	2012	97046920	1486112991000				
HSX	D	2012/05/03	20120503	201205	2012	100143790	1485662026000				
HSX	D	2012/05/02	20120502	201205	2012	114536650	1667996916000				
HSX	D	2012/04/27	20120427	201204	2012	79880400	1186986865000				
HSX	D	2012/04/26	20120426	201204	2012	89500120	1368571264000				
HSX	D	2012/04/25	20120425	201204	2012	83244070	1213003099000				
HSX	D	2012/04/24	20120424	201204	2012	68879470	1003627711000				
HSX	D	2012/04/23	20120423	201204	2012	60048370	876737107000				
HSX	D	2012/04/20	20120420	201204	2012	82215960	1181837698000				
HSX	D	2012/04/19	20120419	201204	2012	119627640	1678321698000				
HSX	D	2012/04/18	20120418	201204	2012	119197490	1788161484000				
HSX	D	2012/04/17	20120417	201204	2012	95059320	1448860235000				
HSX	D	2012/04/16	20120416	201204	2012	81479640	1201325119000				
HSX	D	2012/04/13	20120413	201204	2012	118234100	1629394639000				
HSX	D	2012/04/12	20120412	201204	2012	96965190	1524528627000				
HSX	D	2012/04/11	20120411	201204	2012	88286000	1296334961000				
HSX	D	2012/04/10	20120410	201204	2012	79974350	1141616049000				
HSX	D	2012/04/09	20120409	201204	2012	62711190	845502589000				
HSX	D	2012/04/06	20120406	201204	2012	69390380	970796031000				
HSX	D	2012/04/05	20120405	201204	2012	55627460	785541326000				
HSX	D	2012/04/04	20120404	201204	2012	48741840	614490915000				
HSX	D	2012/04/03	20120403	201204	2012	53753180	676638608000				
HSX	D	2012/03/30	20120330	201203	2012	61508130	809123309000				
HSX	D	2012/03/29	20120329	201203	2012	70903400	906961012000				
HSX	D	2012/03/28	20120328	201203	2012	76192410	950397160000				
HSX	D	2012/03/27	20120327	201203	2012	115523900	1499675807000				
HSX	D	2012/03/26	20120326	201203	2012	89411010	1217765121000				
HSX	D	2012/03/23	20120323	201203	2012	84875160	1145052618000				
HSX	D	2012/03/22	20120322	201203	2012	75742720	1010832354000				
HSX	D	2012/03/21	20120321	201203	2012	95373650	1324033065000				
HSX	D	2012/03/20	20120320	201203	2012	55953160	790607165000				
HSX	D	2012/03/19	20120319	201203	2012	51199520	763436627000				
HSX	D	2012/03/16	20120316	201203	2012	104929390	1641505192000				
HSX	D	2012/03/15	20120315	201203	2012	88132410	1270380876000				
HSX	D	2012/03/14	20120314	201203	2012	59338590	824712272000				
HSX	D	2012/03/13	20120313	201203	2012	58193730	826036759000				
HSX	D	2012/03/12	20120312	201203	2012	68145010	916750072000				
HSX	D	2012/03/09	20120309	201203	2012	71440350	973448471000				
HSX	D	2012/03/08	20120308	201203	2012	82956010	1175342467000				
HSX	D	2012/03/07	20120307	201203	2012	97516820	1358891353000				
HSX	D	2012/03/06	20120306	201203	2012	142624920	1936166306000				
HSX	D	2012/03/05	20120305	201203	2012	64076690	1167985115000				
HSX	D	2012/03/02	20120302	201203	2012	74667280	1109990031000				
HSX	D	2012/03/01	20120301	201203	2012	58685780	901139070000				
HSX	D	2012/02/29	20120229	201202	2012	68874330	1053058156000				
HSX	D	2012/02/28	20120228	201202	2012	84089410	1086011491000				
HSX	D	2012/02/27	20120227	201202	2012	60931720	845964471000				
HSX	D	2012/02/24	20120224	201202	2012	68109270	942404265000				
HSX	D	2012/02/23	20120223	201202	2012	59410680	840679141000				
HSX	D	2012/02/22	20120222	201202	2012	46710620	622309799000				
HSX	D	2012/02/21	20120221	201202	2012	56332310	728329556000				
HSX	D	2012/02/20	20120220	201202	2012	41766410	606605501000				
HSX	D	2012/02/17	20120217	201202	2012	29681850	384968363000				
HSX	D	2012/02/16	20120216	201202	2012	31194960	446586896000				
HSX	D	2012/02/15	20120215	201202	2012	29001960	374536841000				
HSX	D	2012/02/14	20120214	201202	2012	28024470	379941707000				
HSX	D	2012/02/13	20120213	201202	2012	27796130	374133534000				
HSX	D	2012/02/10	20120210	201202	2012	45555750	614808112000				
HSX	D	2012/02/09	20120209	201202	2012	40885020	563763288000				
HSX	D	2012/02/08	20120208	201202	2012	41140860	577291054000				
HSX	D	2012/02/07	20120207	201202	2012	31978080	446075887000				
HSX	D	2012/02/06	20120206	201202	2012	28530780	354694493000				
HSX	D	2012/02/03	20120203	201202	2012	54975510	725179767000				
HSX	D	2012/02/02	20120202	201202	2012	39005240	560909004000				
HSX	D	2012/02/01	20120201	201202	2012	30617140	417415547000				
HSX	D	2012/01/31	20120131	201201	2012	36933240	480330545000				
HSX	D	2012/01/30	20120130	201201	2012	18430540	262041934000				
HSX	D	2012/01/20	20120120	201201	2012	20232550	276353639000				
HSX	D	2012/01/19	20120119	201201	2012	19351310	252370687000				
HSX	D	2012/01/18	20120118	201201	2012	12823710	153343007000				
HSX	D	2012/01/17	20120117	201201	2012	15992180	218368204000				
HSX	D	2012/01/16	20120116	201201	2012	20269050	270830293000				
HSX	D	2012/01/13	20120113	201201	2012	16371970	229665972000				
HSX	D	2012/01/12	20120112	201201	2012	18483790	270333022000				
HSX	D	2012/01/11	20120111	201201	2012	20620680	275318931000				
HSX	D	2012/01/10	20120110	201201	2012	24669430	314192833000				
HSX	D	2012/01/09	20120109	201201	2012	19142010	237759180000				
HSX	D	2012/01/06	20120106	201201	2012	19736250	250387389000				
HSX	D	2012/01/05	20120105	201201	2012	16998460	224421893000				
HSX	D	2012/01/04	20120104	201201	2012	19571840	243356291000				
HSX	D	2012/01/03	20120103	201201	2012	13719680	178699536000				
HSX	D	2011/12/30	20111230	201112	2011	26130680	365358036000				
HSX	D	2011/12/29	20111229	201112	2011	21657270	271169137000				
HSX	D	2011/12/28	20111228	201112	2011	26475000	292671904000				
HSX	D	2011/12/27	20111227	201112	2011	26385980	336579886000				
HSX	D	2011/12/26	20111226	201112	2011	19383770	261561714000				
HSX	D	2011/12/23	20111223	201112	2011	21543460	263155528000				
HSX	D	2011/12/22	20111222	201112	2011	31211190	524837724000				
HSX	D	2011/12/21	20111221	201112	2011	22926050	342562188000				
HSX	D	2011/12/20	20111220	201112	2011	21210180	277524122000				
HSX	D	2011/12/19	20111219	201112	2011	20820240	298122772000				
HSX	D	2011/12/16	20111216	201112	2011	31750630	518950907000				
HSX	D	2011/12/15	20111215	201112	2011	33642640	466997783000				
HSX	D	2011/12/14	20111214	201112	2011	32394330	430482954000				
HSX	D	2011/12/13	20111213	201112	2011	24019500	328356845000				
HSX	D	2011/12/12	20111212	201112	2011	24933650	330892493000				
HSX	D	2011/12/09	20111209	201112	2011	26759040	356261405000				
HSX	D	2011/12/08	20111208	201112	2011	24632770	339892964000				
HSX	D	2011/12/07	20111207	201112	2011	25769260	336848439000				
HSX	D	2011/12/06	20111206	201112	2011	33750080	435473772000				
HSX	D	2011/12/05	20111205	201112	2011	31481030	418542004000				
HSX	D	2011/12/02	20111202	201112	2011	19718010	278742986000				
HSX	D	2011/12/01	20111201	201112	2011	17585730	242124792000				
HSX	D	2011/11/30	20111130	201111	2011	21165540	284830674000				
HSX	D	2011/11/29	20111129	201111	2011	17403230	231091090000				
HSX	D	2011/11/28	20111128	201111	2011	23858420	314727201000				
HSX	D	2011/11/25	20111125	201111	2011	17051060	233658620000				
HSX	D	2011/11/24	20111124	201111	2011	19764060	281578347000				
HSX	D	2011/11/23	20111123	201111	2011	21151660	309500416000				
HSX	D	2011/11/22	20111122	201111	2011	22426580	290323675000				
HSX	D	2011/11/21	20111121	201111	2011	18407960	275726619000				
HSX	D	2011/11/18	20111118	201111	2011	27356310	371920837000				
HSX	D	2011/11/17	20111117	201111	2011	21845520	330388611000				
HSX	D	2011/11/16	20111116	201111	2011	25903920	390080110000				
HSX	D	2011/11/15	20111115	201111	2011	26925660	366501170000				
HSX	D	2011/11/14	20111114	201111	2011	27058890	353260225000				
HSX	D	2011/11/11	20111111	201111	2011	21783670	292051480000				
HSX	D	2011/11/10	20111110	201111	2011	20596630	282209961000				
HSX	D	2011/11/09	20111109	201111	2011	17011750	230649996000				
HSX	D	2011/11/08	20111108	201111	2011	21759290	306059839000				
HSX	D	2011/11/07	20111107	201111	2011	25549970	371005047000				
HSX	D	2011/11/04	20111104	201111	2011	21529050	317082302000				
HSX	D	2011/11/03	20111103	201111	2011	21822110	314184918000				
HSX	D	2011/11/02	20111102	201111	2011	24379110	375671279000				
HSX	D	2011/11/01	20111101	201111	2011	27107870	388951857000				
HSX	D	2011/10/31	20111031	201110	2011	35099620	524123025000				
HSX	D	2011/10/28	20111028	201110	2011	36176800	511558304000				
HSX	D	2011/10/27	20111027	201110	2011	18034620	274287384000				
HSX	D	2011/10/26	20111026	201110	2011	18478360	293707513000				
HSX	D	2011/10/25	20111025	201110	2011	17937390	287466849000				
HSX	D	2011/10/24	20111024	201110	2011	19724640	297381747000				
HSX	D	2011/10/21	20111021	201110	2011	22464620	388803880000				
HSX	D	2011/10/20	20111020	201110	2011	13626520	232345097000				
HSX	D	2011/10/19	20111019	201110	2011	19753590	307077670000				
HSX	D	2011/10/18	20111018	201110	2011	21415870	297972486000				
HSX	D	2011/10/17	20111017	201110	2011	20899400	297971683000				
HSX	D	2011/10/14	20111014	201110	2011	20104090	314053428000				
HSX	D	2011/10/13	20111013	201110	2011	24364290	337150713000				
HSX	D	2011/10/12	20111012	201110	2011	32426530	446355554000				
HSX	D	2011/10/11	20111011	201110	2011	23021250	339125518000				
HSX	D	2011/10/10	20111010	201110	2011	20104090	314053428000				
HSX	D	2011/10/07	20111007	201110	2011	26974570	410007445000				
HSX	D	2011/10/06	20111006	201110	2011	30400880	511914389000				
HSX	D	2011/10/05	20111005	201110	2011	34959420	532374420000				
HSX	D	2011/10/04	20111004	201110	2011	27104280	412750449000				
HSX	D	2011/10/03	20111003	201110	2011	26568990	418253695000				
HSX	D	2011/09/30	20110930	201109	2011	29247540	488785449000				
HSX	D	2011/09/29	20110929	201109	2011	56467240	783600250000				
HSX	D	2011/09/28	20110928	201109	2011	32038980	511398391000				
HSX	D	2011/09/27	20110927	201109	2011	30022850	460738298000				
HSX	D	2011/09/26	20110926	201109	2011	27317300	464215057000				
HSX	D	2011/09/23	20110923	201109	2011	32434140	504823772000				
HSX	D	2011/09/22	20110922	201109	2011	36686630	612612029000				
HSX	D	2011/09/21	20110921	201109	2011	37163750	539101361000				
HSX	D	2011/09/20	20110920	201109	2011	38722810	600091260000				
HSX	D	2011/09/19	20110919	201109	2011	36954550	565064227000				
HSX	D	2011/09/16	20110916	201109	2011	51679040	976262698000				
HSX	D	2011/09/15	20110915	201109	2011	56196230	943024372000				
HSX	D	2011/09/14	20110914	201109	2011	73129690	1084689672000				
HSX	D	2011/09/13	20110913	201109	2011	62066060	1006161116000				
HSX	D	2011/09/12	20110912	201109	2011	44958130	687083145000				
HSX	D	2011/09/09	20110909	201109	2011	42422810	628196327000				
HSX	D	2011/09/08	20110908	201109	2011	55473330	844557698000				
HSX	D	2011/09/07	20110907	201109	2011	41799910	641893482000				
HSX	D	2011/09/06	20110906	201109	2011	36976980	587745695000				
HSX	D	2011/09/05	20110905	201109	2011	49586600	741163675000				
HSX	D	2011/09/01	20110901	201109	2011	46793020	754475682000				
HSX	D	2011/08/31	20110831	201108	2011	40555670	666482963000				
HSX	D	2011/08/30	20110830	201108	2011	39427680	594651722000				
HSX	D	2011/08/29	20110829	201108	2011	32141290	483487269000				
HSX	D	2011/08/26	20110826	201108	2011	22971800	355704690000				
HSX	D	2011/08/25	20110825	201108	2011	22777440	335492192000				
HSX	D	2011/08/24	20110824	201108	2011	25219540	406144311000				
HSX	D	2011/08/23	20110823	201108	2011	25382870	378731892000				
HSX	D	2011/08/22	20110822	201108	2011	27808740	404822771000				
HSX	D	2011/08/19	20110819	201108	2011	21363300	320065472000				
HSX	D	2011/08/18	20110818	201108	2011	27235350	428728032000				
HSX	D	2011/08/17	20110817	201108	2011	21351950	318538049000				
HSX	D	2011/08/16	20110816	201108	2011	13539650	207041702000				
HSX	D	2011/08/15	20110815	201108	2011	12552710	182312451000				
HSX	D	2011/08/12	20110812	201108	2011	13643460	215521205000				
HSX	D	2011/08/11	20110811	201108	2011	15504380	251194976000				
HSX	D	2011/08/10	20110810	201108	2011	19221140	331347884000				
HSX	D	2011/08/09	20110809	201108	2011	31532590	473921037000				
HSX	D	2011/08/08	20110808	201108	2011	19605160	336438287000				
HSX	D	2011/08/05	20110805	201108	2011	19935750	328871829000				
HSX	D	2011/08/04	20110804	201108	2011	22517010	361344740000				
HSX	D	2011/08/03	20110803	201108	2011	21218150	330861572000				
HSX	D	2011/08/02	20110802	201108	2011	18978480	294482949000				
HSX	D	2011/08/01	20110801	201108	2011	15716280	269124074000				
HSX	D	2011/07/29	20110729	201107	2011	15559620	302169691000				
HSX	D	2011/07/28	20110728	201107	2011	14362910	258418922000				
HSX	D	2011/07/27	20110727	201107	2011	13907120	258307054000				
HSX	D	2011/07/26	20110726	201107	2011	14505070	231133207000				
HSX	D	2011/07/25	20110725	201107	2011	10407130	173589693000				
HSX	D	2011/07/22	20110722	201107	2011	12624790	219797953000				
HSX	D	2011/07/21	20110721	201107	2011	15337910	259584112000				
HSX	D	2011/07/20	20110720	201107	2011	16144270	273636741000				
HSX	D	2011/07/19	20110719	201107	2011	12609100	200459674000				
HSX	D	2011/07/18	20110718	201107	2011	15403200	263521600000				
HSX	D	2011/07/15	20110715	201107	2011	16497190	276977001000				
HSX	D	2011/07/14	20110714	201107	2011	15406840	284641913000				
HSX	D	2011/07/13	20110713	201107	2011	17045050	316520450000				
HSX	D	2011/07/12	20110712	201107	2011	17930020	309902995000				
HSX	D	2011/07/11	20110711	201107	2011	15008640	244983911000				
HSX	D	2011/07/08	20110708	201107	2011	15849490	270463871000				
HSX	D	2011/07/07	20110707	201107	2011	14564590	234906241000				
HSX	D	2011/07/06	20110706	201107	2011	13446720	217731640000				
HSX	D	2011/07/05	20110705	201107	2011	19286250	301114812000				
