TIME	USERNAME	URL
2014-10-10 05:27:56	phuong	http://localhost/vnxindex/backend
2014-10-10 05:27:56	phuong	http://localhost/vnxindex/backend/home
2014-10-10 05:38:29	phuong	http://localhost/vnxindex/backend/article
2014-10-10 05:38:30	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1412912310324
2014-10-10 05:39:02	phuong	http://localhost/vnxindex/backend/article/index/118
2014-10-10 05:39:03	phuong	http://localhost/vnxindex/backend/article/listdata/118?_=1412912343203
2014-10-10 05:39:08	phuong	http://localhost/vnxindex/backend/article/edit/228
2014-10-13 09:57:15	phuong@gmail.com	http://localhost/vnxindex/backend
2014-10-13 09:57:15	phuong@gmail.com	http://localhost/vnxindex/backend/home
2014-10-13 09:57:41	phuong@gmail.com	http://localhost/vnxindex/backend/article
2014-10-13 09:57:42	phuong@gmail.com	http://localhost/vnxindex/backend/article/listdata/0?_=1413187061862
2014-10-13 09:58:13	phuong@gmail.com	http://localhost/vnxindex/backend/article/index/118
2014-10-13 09:58:14	phuong@gmail.com	http://localhost/vnxindex/backend/article/listdata/118?_=1413187094225
2014-10-13 09:58:25	phuong@gmail.com	http://localhost/vnxindex/backend/article/edit/228
2014-10-13 10:04:40	phuong@gmail.com	http://localhost/vnxindex/backend/home
2014-11-28 08:18:22	phuong	http://localhost/vnxindex/backend
2014-11-28 08:18:22	phuong	http://localhost/vnxindex/backend/home
2014-11-28 08:18:38	phuong	http://localhost/vnxindex/backend/article
2014-11-28 08:18:39	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1417159119093
2014-11-28 08:18:48	phuong	http://localhost/vnxindex/backend/article/index/116
2014-11-28 08:18:51	phuong	http://localhost/vnxindex/backend/article/listdata/116?_=1417159131548
2015-05-14 09:08:51	phuong	http://localhost/vnxindex/backend
2015-05-14 09:08:51	phuong	http://localhost/vnxindex/backend/home
2015-05-14 09:20:06	phuong	http://localhost/vnxindex/backend/article
2015-05-14 09:20:07	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1431588007523
2015-05-14 09:20:18	phuong	http://localhost/vnxindex/backend/article/index/107
2015-05-14 09:20:19	phuong	http://localhost/vnxindex/backend/article/listdata/107?_=1431588019198
2015-05-14 09:20:21	phuong	http://localhost/vnxindex/backend/article/add
2015-05-14 09:20:46	phuong	http://localhost/vnxindex/backend/article/add
2015-05-14 09:20:46	phuong	http://localhost/vnxindex/backend/article
2015-05-14 09:20:47	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1431588047170
2015-05-14 09:20:53	phuong	http://localhost/vnxindex/backend/article/index/107
2015-05-14 09:20:54	phuong	http://localhost/vnxindex/backend/article/listdata/107?_=1431588053918
2015-05-14 09:21:22	phuong	http://localhost/vnxindex/backend/article/delete
2015-05-14 09:21:35	phuong	http://localhost/vnxindex/backend/article
2015-05-14 09:21:36	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1431588095970
2015-05-14 09:21:46	phuong	http://localhost/vnxindex/backend/article/edit/36
2015-05-14 09:21:57	phuong	http://localhost/vnxindex/backend/article/edit/36
2015-05-14 09:21:57	phuong	http://localhost/vnxindex/backend/article
2015-05-14 09:21:59	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1431588118876
2015-05-14 09:22:12	phuong	http://localhost/vnxindex/backend/article/edit/36
2015-05-14 09:22:20	phuong	http://localhost/vnxindex/backend/article/edit/36
2015-05-14 09:22:20	phuong	http://localhost/vnxindex/backend/article
2015-05-14 09:22:21	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1431588141160
2015-06-04 09:20:14	phuong	http://localhost/vnxindex/backend
2015-06-04 09:20:14	phuong	http://localhost/vnxindex/backend/home
2015-06-04 09:20:18	phuong	http://localhost/vnxindex/backend/translate
2015-06-04 09:20:33	phuong	http://localhost/vnxindex/backend/translate/add
2015-06-04 09:21:26	phuong	http://localhost/vnxindex/backend/translate/add
2015-06-04 09:21:26	phuong	http://localhost/vnxindex/backend/translate
2015-06-04 09:21:36	phuong	http://localhost/vnxindex/backend/home
2015-06-05 03:57:51	phuong	http://localhost/vnxindex/backend
2015-06-05 03:57:51	phuong	http://localhost/vnxindex/backend/home
2015-06-05 03:57:55	phuong	http://localhost/vnxindex/backend/translate
2015-06-05 03:58:12	phuong	http://localhost/vnxindex/backend/translate/edit/monthly_indexes_report
2015-06-05 03:58:49	phuong	http://localhost/vnxindex/backend/translate/edit/monthly_indexes_report
2015-06-05 03:58:49	phuong	http://localhost/vnxindex/backend/translate
2015-06-24 04:59:56	phuong	http://localhost/vnxindex/backend
2015-06-24 04:59:56	phuong	http://localhost/vnxindex/backend/home
2015-06-24 05:10:33	phuong	http://localhost/vnxindex/backend
2015-06-24 05:10:33	phuong	http://localhost/vnxindex/backend/home
2015-07-09 06:39:24	phuong	http://localhost/vnxindex/backend
2015-07-09 06:39:24	phuong	http://localhost/vnxindex/backend/home
2015-07-09 06:40:40	phuong	http://localhost/vnxindex/backend/translate
2015-08-03 07:03:20	phuong	http://localhost/vnxindex/backend
2015-08-03 07:03:20	phuong	http://localhost/vnxindex/backend/home
2015-08-03 07:03:25	phuong	http://localhost/vnxindex/backend/article
2015-08-03 07:03:27	phuong	http://localhost/vnxindex/backend/article/listdata/0?_=1438578206855
